CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT
TOMATO,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,7.02
TOMATO,HUMID,Lower Gangetic Plain Region,40-50,WINDY,6.52
TOMATO,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.3
TOMATO,WET,Lower Gangetic Plain Region,10-20,NORMAL,1.44
TOMATO,WET,Lower Gangetic Plain Region,10-20,SUNNY,3.0
TOMATO,WET,Lower Gangetic Plain Region,10-20,WINDY,2.5
TOMATO,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
TOMATO,WET,Lower Gangetic Plain Region,20-30,NORMAL,2.44
TOMATO,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.0
TOMATO,WET,Lower Gangetic Plain Region,20-30,WINDY,3.5
TOMATO,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
TOMATO,WET,Lower Gangetic Plain Region,30-40,NORMAL,3.44
TOMATO,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.0
TOMATO,WET,Lower Gangetic Plain Region,30-40,WINDY,4.5
TOMATO,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
TOMATO,WET,Lower Gangetic Plain Region,40-50,NORMAL,4.44
TOMATO,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.0
TOMATO,WET,Lower Gangetic Plain Region,40-50,WINDY,5.5
TOMATO,WET,Lower Gangetic Plain Region,40-50,RAINY,0.2
ONION,DRY,Lower Gangetic Plain Region,10-20,NORMAL,2.75
ONION,DRY,Lower Gangetic Plain Region,10-20,SUNNY,4.25
ONION,DRY,Lower Gangetic Plain Region,10-20,NORMAL,3.75
ONION,DRY,Lower Gangetic Plain Region,10-20,SUNNY,0.1
ONION,DRY,Lower Gangetic Plain Region,20-30,WINDY,3.75
ONION,DRY,Lower Gangetic Plain Region,20-30,RAINY,5.25
ONION,DRY,Lower Gangetic Plain Region,20-30,NORMAL,4.75
ONION,DRY,Lower Gangetic Plain Region,20-30,SUNNY,0.1
ONION,DRY,Lower Gangetic Plain Region,30-40,WINDY,4.75
ONION,DRY,Lower Gangetic Plain Region,30-40,RAINY,6.25
ONION,DRY,Lower Gangetic Plain Region,30-40,NORMAL,5.75
ONION,DRY,Lower Gangetic Plain Region,30-40,SUNNY,0.2
ONION,DRY,Lower Gangetic Plain Region,40-50,WINDY,5.75
ONION,DRY,Lower Gangetic Plain Region,40-50,RAINY,7.25
ONION,DRY,Lower Gangetic Plain Region,40-50,NORMAL,6.75
ONION,DRY,Lower Gangetic Plain Region,40-50,NORMAL,0.3
ONION,HUMID,Lower Gangetic Plain Region,10-20,WINDY,1.75
ONION,HUMID,Lower Gangetic Plain Region,10-20,RAINY,3.25
ONION,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,2.75
ONION,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,0.1
ONION,HUMID,Lower Gangetic Plain Region,20-30,WINDY,2.75
ONION,HUMID,Lower Gangetic Plain Region,20-30,RAINY,4.25
ONION,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,3.75
ONION,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,0.1
ONION,HUMID,Lower Gangetic Plain Region,30-40,WINDY,3.75
ONION,HUMID,Lower Gangetic Plain Region,30-40,RAINY,5.25
ONION,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,4.75
ONION,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,0.1
ONION,HUMID,Lower Gangetic Plain Region,40-50,WINDY,4.75
ONION,HUMID,Lower Gangetic Plain Region,40-50,RAINY,6.25
ONION,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,5.75
ONION,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,0.2
ONION,WET,Lower Gangetic Plain Region,10-20,SUNNY,1.625
ONION,WET,Lower Gangetic Plain Region,10-20,WINDY,3.125
ONION,WET,Lower Gangetic Plain Region,10-20,RAINY,2.625
ONION,WET,Lower Gangetic Plain Region,10-20,NORMAL,0.1
ONION,WET,Lower Gangetic Plain Region,20-30,NORMAL,2.625
ONION,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.125
ONION,WET,Lower Gangetic Plain Region,20-30,WINDY,3.625
ONION,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
ONION,WET,Lower Gangetic Plain Region,30-40,NORMAL,3.625
ONION,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.125
ONION,WET,Lower Gangetic Plain Region,30-40,WINDY,4.625
ONION,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
ONION,WET,Lower Gangetic Plain Region,40-50,NORMAL,4.625
ONION,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.125
ONION,WET,Lower Gangetic Plain Region,40-50,WINDY,5.625
ONION,WET,Lower Gangetic Plain Region,40-50,RAINY,0.2
BANANA,DRY,Middle Gangetic Plain Region,10-20,NORMAL,5.65
BANANA,DRY,Middle Gangetic Plain Region,10-20,SUNNY,7.15
BANANA,DRY,Middle Gangetic Plain Region,10-20,WINDY,6.6
BANANA,DRY,Middle Gangetic Plain Region,10-20,RAINY,0.1
BANANA,DRY,Middle Gangetic Plain Region,20-30,NORMAL,6.6
BANANA,DRY,Middle Gangetic Plain Region,20-30,SUNNY,8.1
BANANA,DRY,Middle Gangetic Plain Region,20-30,WINDY,7.6
BANANA,DRY,Middle Gangetic Plain Region,20-30,RAINY,0.3
BANANA,DRY,Middle Gangetic Plain Region,30-40,NORMAL,7.68
BANANA,DRY,Middle Gangetic Plain Region,30-40,SUNNY,8.18
BANANA,DRY,Middle Gangetic Plain Region,30-40,WINDY,8.6
BANANA,DRY,Middle Gangetic Plain Region,30-40,RAINY,0.8
BANANA,DRY,Middle Gangetic Plain Region,40-50,NORMAL,8.65
BANANA,DRY,Middle Gangetic Plain Region,40-50,SUNNY,10.15
BANANA,DRY,Middle Gangetic Plain Region,40-50,WINDY,9.65
BANANA,DRY,Middle Gangetic Plain Region,40-50,RAINY,0.65
BANANA,HUMID,Middle Gangetic Plain Region,10-20,NORMAL,3.65
BANANA,HUMID,Middle Gangetic Plain Region,10-20,SUNNY,5.15
BANANA,HUMID,Middle Gangetic Plain Region,10-20,WINDY,4.65
BANANA,HUMID,Middle Gangetic Plain Region,10-20,RAINY,0.1
BANANA,HUMID,Middle Gangetic Plain Region,20-30,NORMAL,4.65
BANANA,HUMID,Middle Gangetic Plain Region,20-30,SUNNY,6.15
BANANA,HUMID,Middle Gangetic Plain Region,20-30,WINDY,5.65
BANANA,HUMID,Middle Gangetic Plain Region,20-30,RAINY,0.2
BANANA,HUMID,Middle Gangetic Plain Region,30-40,NORMAL,5.0
BANANA,HUMID,Middle Gangetic Plain Region,30-40,SUNNY,6.5
BANANA,HUMID,Middle Gangetic Plain Region,30-40,WINDY,6.0
BANANA,HUMID,Middle Gangetic Plain Region,30-40,RAINY,0.3
BANANA,HUMID,Middle Gangetic Plain Region,40-50,NORMAL,5.15
BANANA,HUMID,Middle Gangetic Plain Region,40-50,SUNNY,6.65
BANANA,HUMID,Middle Gangetic Plain Region,40-50,WINDY,6.2
BANANA,HUMID,Middle Gangetic Plain Region,40-50,RAINY,0.2
BANANA,WET,Middle Gangetic Plain Region,10-20,NORMAL,2.06
BANANA,WET,Middle Gangetic Plain Region,10-20,SUNNY,3.56
BANANA,WET,Middle Gangetic Plain Region,10-20,WINDY,3.0
BANANA,WET,Middle Gangetic Plain Region,10-20,RAINY,0.1
BANANA,WET,Middle Gangetic Plain Region,20-30,NORMAL,3.0
BANANA,WET,Middle Gangetic Plain Region,20-30,SUNNY,4.5
BANANA,WET,Middle Gangetic Plain Region,20-30,WINDY,4.0
BANANA,WET,Middle Gangetic Plain Region,20-30,RAINY,0.1
BANANA,WET,Middle Gangetic Plain Region,30-40,NORMAL,4.1
BANANA,WET,Middle Gangetic Plain Region,30-40,SUNNY,5.6
BANANA,WET,Middle Gangetic Plain Region,30-40,WINDY,5.1
BANANA,WET,Middle Gangetic Plain Region,30-40,RAINY,0.1
BANANA,WET,Middle Gangetic Plain Region,40-50,NORMAL,5.15
BANANA,WET,Middle Gangetic Plain Region,40-50,SUNNY,6.65
BANANA,WET,Middle Gangetic Plain Region,40-50,WINDY,6.15
BANANA,WET,Middle Gangetic Plain Region,40-50,RAINY,0.2
SOYABEAN,DRY,Middle Gangetic Plain Region,10-20,NORMAL,4.51
SOYABEAN,DRY,Middle Gangetic Plain Region,10-20,SUNNY,6.01
SOYABEAN,DRY,Middle Gangetic Plain Region,10-20,WINDY,5.51
SOYABEAN,DRY,Middle Gangetic Plain Region,10-20,RAINY,0.1
SOYABEAN,DRY,Middle Gangetic Plain Region,20-30,NORMAL,5.5
SOYABEAN,DRY,Middle Gangetic Plain Region,20-30,SUNNY,7.0
SOYABEAN,DRY,Middle Gangetic Plain Region,20-30,WINDY,6.5
SOYABEAN,DRY,Middle Gangetic Plain Region,20-30,RAINY,0.2
SOYABEAN,DRY,Middle Gangetic Plain Region,30-40,NORMAL,6.5
SOYABEAN,DRY,Middle Gangetic Plain Region,30-40,SUNNY,8.0
SOYABEAN,DRY,Middle Gangetic Plain Region,30-40,WINDY,7.5
SOYABEAN,DRY,Middle Gangetic Plain Region,30-40,RAINY,0.2
SOYABEAN,DRY,Middle Gangetic Plain Region,40-50,NORMAL,7.8
SOYABEAN,DRY,Middle Gangetic Plain Region,40-50,SUNNY,9.3
SOYABEAN,DRY,Middle Gangetic Plain Region,40-50,WINDY,8.8
SOYABEAN,DRY,Middle Gangetic Plain Region,40-50,RAINY,0.8
SOYABEAN,HUMID,Middle Gangetic Plain Region,10-20,NORMAL,2.8
SOYABEAN,HUMID,Middle Gangetic Plain Region,10-20,SUNNY,4.3
SOYABEAN,HUMID,Middle Gangetic Plain Region,10-20,WINDY,3.8
SOYABEAN,HUMID,Middle Gangetic Plain Region,10-20,RAINY,0.1
SOYABEAN,HUMID,Middle Gangetic Plain Region,20-30,NORMAL,3.7
SOYABEAN,HUMID,Middle Gangetic Plain Region,20-30,SUNNY,5.2
SOYABEAN,HUMID,Middle Gangetic Plain Region,20-30,WINDY,4.7
SOYABEAN,HUMID,Middle Gangetic Plain Region,20-30,RAINY,0.1
SOYABEAN,HUMID,Middle Gangetic Plain Region,30-40,NORMAL,4.9
SOYABEAN,HUMID,Middle Gangetic Plain Region,30-40,SUNNY,6.4
SOYABEAN,HUMID,Middle Gangetic Plain Region,30-40,WINDY,5.9
SOYABEAN,HUMID,Middle Gangetic Plain Region,30-40,RAINY,0.5
SOYABEAN,HUMID,Middle Gangetic Plain Region,40-50,NORMAL,5.8
SOYABEAN,HUMID,Middle Gangetic Plain Region,40-50,SUNNY,7.3
SOYABEAN,HUMID,Middle Gangetic Plain Region,40-50,WINDY,6.8
SOYABEAN,HUMID,Middle Gangetic Plain Region,40-50,RAINY,0.3
SOYABEAN,WET,Middle Gangetic Plain Region,10-20,NORMAL,1.64
SOYABEAN,WET,Middle Gangetic Plain Region,10-20,SUNNY,3.14
SOYABEAN,WET,Middle Gangetic Plain Region,10-20,WINDY,2.6
SOYABEAN,WET,Middle Gangetic Plain Region,10-20,RAINY,0.1
SOYABEAN,WET,Middle Gangetic Plain Region,20-30,NORMAL,2.6
SOYABEAN,WET,Middle Gangetic Plain Region,20-30,SUNNY,4.1
SOYABEAN,WET,Middle Gangetic Plain Region,20-30,WINDY,3.6
SOYABEAN,WET,Middle Gangetic Plain Region,20-30,RAINY,0.1
SOYABEAN,WET,Middle Gangetic Plain Region,30-40,NORMAL,3.7
SOYABEAN,WET,Middle Gangetic Plain Region,30-40,SUNNY,5.2
SOYABEAN,WET,Middle Gangetic Plain Region,30-40,WINDY,4.6
SOYABEAN,WET,Middle Gangetic Plain Region,30-40,RAINY,0.1
SOYABEAN,WET,Middle Gangetic Plain Region,40-50,NORMAL,4.6
SOYABEAN,WET,Middle Gangetic Plain Region,40-50,SUNNY,6.1
SOYABEAN,WET,Middle Gangetic Plain Region,40-50,WINDY,5.6
SOYABEAN,WET,Middle Gangetic Plain Region,40-50,RAINY,0.1
CABBAGE,DRY,Middle Gangetic Plain Region,10-20,NORMAL,3.6
CABBAGE,DRY,Middle Gangetic Plain Region,10-20,SUNNY,5.1
CABBAGE,DRY,Middle Gangetic Plain Region,10-20,WINDY,4.6
CABBAGE,DRY,Middle Gangetic Plain Region,10-20,RAINY,0.1
CABBAGE,DRY,Middle Gangetic Plain Region,20-30,NORMAL,4.5
CABBAGE,DRY,Middle Gangetic Plain Region,20-30,SUNNY,6.0
CABBAGE,DRY,Middle Gangetic Plain Region,20-30,WINDY,5.5
CABBAGE,DRY,Middle Gangetic Plain Region,20-30,RAINY,0.2
CABBAGE,DRY,Middle Gangetic Plain Region,30-40,NORMAL,5.6
CABBAGE,DRY,Middle Gangetic Plain Region,30-40,SUNNY,7.1
CABBAGE,DRY,Middle Gangetic Plain Region,30-40,WINDY,6.6
CABBAGE,DRY,Middle Gangetic Plain Region,30-40,RAINY,0.2
CABBAGE,DRY,Middle Gangetic Plain Region,40-50,NORMAL,6.6
CABBAGE,DRY,Middle Gangetic Plain Region,40-50,SUNNY,8.1
CABBAGE,DRY,Middle Gangetic Plain Region,40-50,WINDY,7.6
CABBAGE,DRY,Middle Gangetic Plain Region,40-50,RAINY,0.5
CABBAGE,HUMID,Middle Gangetic Plain Region,10-20,NORMAL,2.3
CABBAGE,HUMID,Middle Gangetic Plain Region,10-20,SUNNY,3.8
CABBAGE,HUMID,Middle Gangetic Plain Region,10-20,WINDY,3.3
CABBAGE,HUMID,Middle Gangetic Plain Region,10-20,RAINY,0.1
CABBAGE,HUMID,Middle Gangetic Plain Region,20-30,NORMAL,3.33
CABBAGE,HUMID,Middle Gangetic Plain Region,20-30,SUNNY,4.8
CABBAGE,HUMID,Middle Gangetic Plain Region,20-30,WINDY,4.3
CABBAGE,HUMID,Middle Gangetic Plain Region,20-30,RAINY,0.1
CABBAGE,HUMID,Middle Gangetic Plain Region,30-40,NORMAL,4.33
CABBAGE,HUMID,Middle Gangetic Plain Region,30-40,SUNNY,5.8
CABBAGE,HUMID,Middle Gangetic Plain Region,30-40,WINDY,5.3
CABBAGE,HUMID,Middle Gangetic Plain Region,30-40,RAINY,0.2
CABBAGE,HUMID,Middle Gangetic Plain Region,40-50,NORMAL,5.33
CABBAGE,HUMID,Middle Gangetic Plain Region,40-50,SUNNY,6.8
CABBAGE,HUMID,Middle Gangetic Plain Region,40-50,WINDY,6.3
CABBAGE,HUMID,Middle Gangetic Plain Region,40-50,RAINY,0.3
CABBAGE,WET,Middle Gangetic Plain Region,10-20,NORMAL,1.33
CABBAGE,WET,Middle Gangetic Plain Region,10-20,SUNNY,2.83
CABBAGE,WET,Middle Gangetic Plain Region,10-20,WINDY,2.33
CABBAGE,WET,Middle Gangetic Plain Region,10-20,RAINY,0.1
CABBAGE,WET,Middle Gangetic Plain Region,20-30,NORMAL,2.33
CABBAGE,WET,Middle Gangetic Plain Region,20-30,SUNNY,3.83
CABBAGE,WET,Middle Gangetic Plain Region,20-30,WINDY,3.33
CABBAGE,WET,Middle Gangetic Plain Region,20-30,RAINY,0.1
CABBAGE,WET,Middle Gangetic Plain Region,30-40,NORMAL,3.33
CABBAGE,WET,Middle Gangetic Plain Region,30-40,SUNNY,4.83
CABBAGE,WET,Middle Gangetic Plain Region,30-40,WINDY,4.33
CABBAGE,WET,Middle Gangetic Plain Region,30-40,RAINY,0.1
CABBAGE,WET,Middle Gangetic Plain Region,40-50,NORMAL,4.33
CABBAGE,WET,Middle Gangetic Plain Region,40-50,SUNNY,5.83
CABBAGE,WET,Middle Gangetic Plain Region,40-50,WINDY,5.33
CABBAGE,WET,Middle Gangetic Plain Region,40-50,RAINY,0.2
POTATO,DRY,Middle Gangetic Plain Region,10-20,NORMAL,5.45
POTATO,DRY,Middle Gangetic Plain Region,10-20,SUNNY,6.95
POTATO,DRY,Middle Gangetic Plain Region,10-20,WINDY,6.45
POTATO,DRY,Middle Gangetic Plain Region,10-20,RAINY,0.3
POTATO,DRY,Middle Gangetic Plain Region,20-30,NORMAL,6.5
POTATO,DRY,Middle Gangetic Plain Region,20-30,SUNNY,8.0
POTATO,DRY,Middle Gangetic Plain Region,20-30,WINDY,7.5
POTATO,DRY,Middle Gangetic Plain Region,20-30,RAINY,0.5
POTATO,DRY,Middle Gangetic Plain Region,30-40,NORMAL,7.6
POTATO,DRY,Middle Gangetic Plain Region,30-40,SUNNY,9.1
POTATO,DRY,Middle Gangetic Plain Region,30-40,WINDY,8.6
POTATO,DRY,Middle Gangetic Plain Region,30-40,RAINY,0.8
POTATO,DRY,Middle Gangetic Plain Region,40-50,NORMAL,8.5
POTATO,DRY,Middle Gangetic Plain Region,40-50,SUNNY,10.0
POTATO,DRY,Middle Gangetic Plain Region,40-50,WINDY,9.5
POTATO,DRY,Middle Gangetic Plain Region,40-50,RAINY,0.5
POTATO,HUMID,Middle Gangetic Plain Region,10-20,NORMAL,3.65
POTATO,HUMID,Middle Gangetic Plain Region,10-20,SUNNY,5.15
POTATO,HUMID,Middle Gangetic Plain Region,10-20,WINDY,4.65
POTATO,HUMID,Middle Gangetic Plain Region,10-20,RAINY,0.1
POTATO,HUMID,Middle Gangetic Plain Region,20-30,NORMAL,4.65
POTATO,HUMID,Middle Gangetic Plain Region,20-30,SUNNY,6.15
POTATO,HUMID,Middle Gangetic Plain Region,20-30,WINDY,5.65
POTATO,HUMID,Middle Gangetic Plain Region,20-30,RAINY,0.2
POTATO,HUMID,Middle Gangetic Plain Region,30-40,NORMAL,5.0
POTATO,HUMID,Middle Gangetic Plain Region,30-40,SUNNY,6.5
POTATO,HUMID,Middle Gangetic Plain Region,30-40,WINDY,6.0
POTATO,HUMID,Middle Gangetic Plain Region,30-40,RAINY,0.3
POTATO,HUMID,Middle Gangetic Plain Region,40-50,NORMAL,5.15
POTATO,HUMID,Middle Gangetic Plain Region,40-50,SUNNY,6.95
POTATO,HUMID,Middle Gangetic Plain Region,40-50,WINDY,6.15
POTATO,HUMID,Middle Gangetic Plain Region,40-50,RAINY,0.3
POTATO,WET,Middle Gangetic Plain Region,10-20,NORMAL,2.06
POTATO,WET,Middle Gangetic Plain Region,10-20,SUNNY,3.56
POTATO,WET,Middle Gangetic Plain Region,10-20,WINDY,3.06
POTATO,WET,Middle Gangetic Plain Region,10-20,RAINY,0.1
POTATO,WET,Middle Gangetic Plain Region,20-30,NORMAL,3.0
POTATO,WET,Middle Gangetic Plain Region,20-30,SUNNY,4.5
POTATO,WET,Middle Gangetic Plain Region,20-30,WINDY,4.0
POTATO,WET,Middle Gangetic Plain Region,20-30,RAINY,0.1
POTATO,WET,Middle Gangetic Plain Region,30-40,NORMAL,4.1
POTATO,WET,Middle Gangetic Plain Region,30-40,SUNNY,5.6
POTATO,WET,Middle Gangetic Plain Region,30-40,WINDY,5.1
POTATO,WET,Middle Gangetic Plain Region,30-40,RAINY,0.2
POTATO,WET,Middle Gangetic Plain Region,40-50,NORMAL,5.15
POTATO,WET,Middle Gangetic Plain Region,40-50,SUNNY,6.65
POTATO,WET,Middle Gangetic Plain Region,40-50,WINDY,6.15
POTATO,WET,Middle Gangetic Plain Region,40-50,RAINY,0.3
RICE,DRY,Middle Gangetic Plain Region,10-20,NORMAL,11.0
RICE,DRY,Middle Gangetic Plain Region,10-20,SUNNY,12.5
RICE,DRY,Middle Gangetic Plain Region,10-20,WINDY,12.0
RICE,DRY,Middle Gangetic Plain Region,10-20,RAINY,3.0
RICE,DRY,Middle Gangetic Plain Region,20-30,NORMAL,12.0
RICE,DRY,Middle Gangetic Plain Region,20-30,SUNNY,13.5
RICE,DRY,Middle Gangetic Plain Region,20-30,WINDY,13.0
RICE,DRY,Middle Gangetic Plain Region,20-30,RAINY,4.0
RICE,DRY,Middle Gangetic Plain Region,30-40,NORMAL,13.0
RICE,DRY,Middle Gangetic Plain Region,30-40,SUNNY,14.5
RICE,DRY,Middle Gangetic Plain Region,30-40,WINDY,14.0
RICE,DRY,Middle Gangetic Plain Region,30-40,RAINY,5.0
RICE,DRY,Middle Gangetic Plain Region,40-50,NORMAL,14.0
RICE,DRY,Middle Gangetic Plain Region,40-50,SUNNY,15.5
RICE,DRY,Middle Gangetic Plain Region,40-50,WINDY,15.0
RICE,DRY,Middle Gangetic Plain Region,40-50,RAINY,6.0
RICE,HUMID,Middle Gangetic Plain Region,10-20,NORMAL,7.0
RICE,HUMID,Middle Gangetic Plain Region,10-20,SUNNY,8.5
RICE,HUMID,Middle Gangetic Plain Region,10-20,WINDY,8.0
RICE,HUMID,Middle Gangetic Plain Region,10-20,RAINY,0.8
RICE,HUMID,Middle Gangetic Plain Region,20-30,NORMAL,8.0
RICE,HUMID,Middle Gangetic Plain Region,20-30,SUNNY,9.5
RICE,HUMID,Middle Gangetic Plain Region,20-30,WINDY,9.0
RICE,HUMID,Middle Gangetic Plain Region,20-30,RAINY,0.8
RICE,HUMID,Middle Gangetic Plain Region,30-40,NORMAL,9.0
RICE,HUMID,Middle Gangetic Plain Region,30-40,SUNNY,10.5
RICE,HUMID,Middle Gangetic Plain Region,30-40,WINDY,10.0
RICE,HUMID,Middle Gangetic Plain Region,30-40,RAINY,1.0
RICE,HUMID,Middle Gangetic Plain Region,40-50,NORMAL,10.0
RICE,HUMID,Middle Gangetic Plain Region,40-50,SUNNY,11.5
RICE,HUMID,Middle Gangetic Plain Region,40-50,WINDY,11.0
RICE,HUMID,Middle Gangetic Plain Region,40-50,RAINY,2.0
RICE,WET,Middle Gangetic Plain Region,10-20,NORMAL,4.0
RICE,WET,Middle Gangetic Plain Region,10-20,SUNNY,5.5
RICE,WET,Middle Gangetic Plain Region,10-20,WINDY,5.0
RICE,WET,Middle Gangetic Plain Region,10-20,RAINY,0.2
RICE,WET,Middle Gangetic Plain Region,20-30,NORMAL,5.0
RICE,WET,Middle Gangetic Plain Region,20-30,SUNNY,6.5
RICE,WET,Middle Gangetic Plain Region,20-30,WINDY,6.0
RICE,WET,Middle Gangetic Plain Region,20-30,RAINY,0.3
RICE,WET,Middle Gangetic Plain Region,30-40,NORMAL,6.0
RICE,WET,Middle Gangetic Plain Region,30-40,SUNNY,7.5
RICE,WET,Middle Gangetic Plain Region,30-40,WINDY,7.0
RICE,WET,Middle Gangetic Plain Region,30-40,RAINY,0.5
RICE,WET,Middle Gangetic Plain Region,40-50,NORMAL,7.0
RICE,WET,Middle Gangetic Plain Region,40-50,SUNNY,8.5
RICE,WET,Middle Gangetic Plain Region,40-50,WINDY,8.0
RICE,WET,Middle Gangetic Plain Region,40-50,RAINY,0.8
MELON,DRY,Middle Gangetic Plain Region,10-20,NORMAL,3.96
MELON,DRY,Middle Gangetic Plain Region,10-20,SUNNY,5.46
MELON,DRY,Middle Gangetic Plain Region,10-20,WINDY,4.96
MELON,DRY,Middle Gangetic Plain Region,10-20,RAINY,0.1
MELON,DRY,Middle Gangetic Plain Region,20-30,NORMAL,4.96
MELON,DRY,Middle Gangetic Plain Region,20-30,SUNNY,6.46
MELON,DRY,Middle Gangetic Plain Region,20-30,WINDY,5.96
MELON,DRY,Middle Gangetic Plain Region,20-30,RAINY,0.2
MELON,DRY,Middle Gangetic Plain Region,30-40,NORMAL,5.96
MELON,DRY,Middle Gangetic Plain Region,30-40,SUNNY,7.46
MELON,DRY,Middle Gangetic Plain Region,30-40,WINDY,6.96
MELON,DRY,Middle Gangetic Plain Region,30-40,RAINY,0.3
MELON,DRY,Middle Gangetic Plain Region,40-50,NORMAL,6.96
MELON,DRY,Middle Gangetic Plain Region,40-50,SUNNY,8.46
MELON,DRY,Middle Gangetic Plain Region,40-50,WINDY,7.96
MELON,DRY,Middle Gangetic Plain Region,40-50,RAINY,0.5
MELON,HUMID,Middle Gangetic Plain Region,10-20,NORMAL,2.52
MELON,HUMID,Middle Gangetic Plain Region,10-20,SUNNY,4.02
MELON,HUMID,Middle Gangetic Plain Region,10-20,WINDY,3.52
MELON,HUMID,Middle Gangetic Plain Region,10-20,RAINY,0.1
MELON,HUMID,Middle Gangetic Plain Region,20-30,NORMAL,3.52
MELON,HUMID,Middle Gangetic Plain Region,20-30,SUNNY,5.02
MELON,HUMID,Middle Gangetic Plain Region,20-30,WINDY,4.52
MELON,HUMID,Middle Gangetic Plain Region,20-30,RAINY,0.1
MELON,HUMID,Middle Gangetic Plain Region,30-40,NORMAL,4.52
MELON,HUMID,Middle Gangetic Plain Region,30-40,SUNNY,6.02
MELON,HUMID,Middle Gangetic Plain Region,30-40,WINDY,5.52
MELON,HUMID,Middle Gangetic Plain Region,30-40,RAINY,0.2
MELON,HUMID,Middle Gangetic Plain Region,40-50,NORMAL,5.52
MELON,HUMID,Middle Gangetic Plain Region,40-50,SUNNY,7.02
MELON,HUMID,Middle Gangetic Plain Region,40-50,WINDY,6.52
MELON,HUMID,Middle Gangetic Plain Region,40-50,RAINY,0.3
MELON,WET,Middle Gangetic Plain Region,10-20,NORMAL,1.44
MELON,WET,Middle Gangetic Plain Region,10-20,SUNNY,3.0
MELON,WET,Middle Gangetic Plain Region,10-20,WINDY,2.5
MELON,WET,Middle Gangetic Plain Region,10-20,RAINY,0.1
MELON,WET,Middle Gangetic Plain Region,20-30,NORMAL,2.44
MELON,WET,Middle Gangetic Plain Region,20-30,SUNNY,4.0
MELON,WET,Middle Gangetic Plain Region,20-30,WINDY,3.5
MELON,WET,Middle Gangetic Plain Region,20-30,RAINY,0.1
MELON,WET,Middle Gangetic Plain Region,30-40,NORMAL,3.44
MELON,WET,Middle Gangetic Plain Region,30-40,SUNNY,5.0
MELON,WET,Middle Gangetic Plain Region,30-40,WINDY,4.5
MELON,WET,Middle Gangetic Plain Region,30-40,RAINY,0.1
MELON,WET,Middle Gangetic Plain Region,40-50,NORMAL,4.44
MELON,WET,Middle Gangetic Plain Region,40-50,SUNNY,6.0
MELON,WET,Middle Gangetic Plain Region,40-50,WINDY,5.5
MELON,WET,Middle Gangetic Plain Region,40-50,RAINY,0.2
MAIZE,DRY,Middle Gangetic Plain Region,10-20,NORMAL,3.96
MAIZE,DRY,Middle Gangetic Plain Region,10-20,SUNNY,5.46
MAIZE,DRY,Middle Gangetic Plain Region,10-20,WINDY,4.96
MAIZE,DRY,Middle Gangetic Plain Region,10-20,RAINY,0.1
MAIZE,DRY,Middle Gangetic Plain Region,20-30,NORMAL,4.96
MAIZE,DRY,Middle Gangetic Plain Region,20-30,SUNNY,6.46
MAIZE,DRY,Middle Gangetic Plain Region,20-30,WINDY,5.96
MAIZE,DRY,Middle Gangetic Plain Region,20-30,RAINY,0.2
MAIZE,DRY,Middle Gangetic Plain Region,30-40,NORMAL,5.96
MAIZE,DRY,Middle Gangetic Plain Region,30-40,SUNNY,7.46
MAIZE,DRY,Middle Gangetic Plain Region,30-40,WINDY,6.96
MAIZE,DRY,Middle Gangetic Plain Region,30-40,RAINY,0.3
MAIZE,DRY,Middle Gangetic Plain Region,40-50,NORMAL,6.96
MAIZE,DRY,Middle Gangetic Plain Region,40-50,SUNNY,8.46
MAIZE,DRY,Middle Gangetic Plain Region,40-50,WINDY,7.96
MAIZE,DRY,Middle Gangetic Plain Region,40-50,RAINY,0.5
MAIZE,HUMID,Middle Gangetic Plain Region,10-20,NORMAL,2.52
MAIZE,HUMID,Middle Gangetic Plain Region,10-20,SUNNY,4.02
MAIZE,HUMID,Middle Gangetic Plain Region,10-20,WINDY,3.52
MAIZE,HUMID,Middle Gangetic Plain Region,10-20,RAINY,0.1
MAIZE,HUMID,Middle Gangetic Plain Region,20-30,NORMAL,3.52
MAIZE,HUMID,Middle Gangetic Plain Region,20-30,SUNNY,5.02
MAIZE,HUMID,Middle Gangetic Plain Region,20-30,WINDY,4.52
